2025-09-09T15:31:01.727+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:31:01.729+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:31:01.741+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:31:01.743+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:31:01.746+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:31:01.747+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:31:02.148+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:31:31.758+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:31:31.761+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:31:31.765+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:31:31.766+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:31:32.163+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:31:32.165+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:31:32.171+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:32:01.794+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:32:01.803+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:32:01.811+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:32:01.821+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:32:02.184+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:32:02.185+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:32:02.195+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:32:31.834+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:32:31.835+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:32:31.840+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:32:31.841+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:32:32.209+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:32:32.212+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:32:32.216+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:33:01.846+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:33:01.849+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:33:01.853+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:33:01.855+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:33:02.225+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:33:02.227+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:33:02.232+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:33:31.868+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:33:31.872+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:33:31.877+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:33:31.881+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:33:32.238+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:33:32.240+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:33:32.244+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:34:01.884+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:34:01.886+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:34:01.889+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:34:01.890+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:34:02.260+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:34:02.262+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:34:02.267+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:34:31.900+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:34:31.901+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:34:31.906+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:34:31.907+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:34:32.276+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:34:32.284+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:34:32.295+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:35:01.915+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:35:01.918+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:35:01.924+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:35:01.926+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:35:02.302+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:35:02.303+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:35:02.310+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:35:31.941+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:35:31.942+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:35:31.948+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:35:31.949+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:35:32.326+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:35:32.327+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:35:32.332+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:36:01.965+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:36:01.966+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:36:01.970+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:36:01.970+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:36:02.340+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:36:02.341+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:36:02.345+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:36:31.980+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:36:31.982+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:36:31.985+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:36:31.986+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:36:32.355+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:36:32.359+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:36:32.367+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:37:01.999+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:37:02.016+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:37:02.022+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:37:02.027+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:37:02.377+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:37:02.379+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:37:02.385+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:37:32.030+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:37:32.032+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:37:32.037+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:37:32.038+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:37:32.403+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:37:32.403+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:37:32.407+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:38:02.045+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:38:02.046+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:38:02.050+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:38:02.051+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:38:02.419+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:38:02.420+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:38:02.423+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:38:32.066+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:38:32.067+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:38:32.074+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:38:32.075+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:38:32.438+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:38:32.439+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:38:32.442+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:39:02.086+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:39:02.087+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:39:02.095+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:39:02.096+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
2025-09-09T15:39:02.446+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : HTTP PUT http://localhost:8761/eureka/apps/SPRING-CLOUD-UI-WEBAPP/localhost:spring-cloud-UI-webapp:80?status=UP&lastDirtyTimestamp=1757411641468
2025-09-09T15:39:02.447+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:39:02.452+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-HeartbeatExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:39:32.109+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : HTTP GET http://localhost:8761/eureka/apps/delta
2025-09-09T15:39:32.113+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Accept=[application/json, application/*+json]
2025-09-09T15:39:32.124+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Response 200 OK
2025-09-09T15:39:32.126+05:30 DEBUG 14708 --- [spring-cloud-UI-webapp] [DiscoveryClient-CacheRefreshExecutor-%d] o.s.web.client.RestTemplate              : Reading to [org.springframework.cloud.netflix.eureka.http.EurekaApplications]
